"click","device","ad_position","user_segment","pages_viewed","time_on_site","topic_match","past_ctr_hi"
1,"mobile","middle","returning",3,139,1,1
0,"mobile","top","returning",1,82,0,1
0,"mobile","middle","returning",6,57,0,1
0,"mobile","top","new",3,53,0,0
0,"mobile","bottom","returning",5,120,1,1
1,"mobile","top","returning",1,89,0,1
0,"desktop","top","returning",7,44,0,0
1,"desktop","top","returning",3,96,1,0
0,"mobile","top","returning",7,93,0,0
0,"mobile","top","returning",5,47,1,0
0,"mobile","top","returning",5,62,1,0
0,"desktop","middle","new",6,97,0,1
0,"mobile","top","new",5,30,1,0
1,"desktop","middle","returning",6,73,0,0
0,"mobile","middle","returning",9,36,0,0
1,"mobile","top","new",6,36,1,1
0,"mobile","top","new",5,94,0,1
0,"mobile","middle","new",5,55,0,0
0,"desktop","top","new",3,82,1,0
1,"desktop","middle","new",5,109,1,1
1,"mobile","bottom","returning",2,121,1,0
1,"mobile","top","returning",3,32,0,0
0,"mobile","top","returning",8,47,0,0
0,"mobile","top","new",2,45,1,0
0,"desktop","top","new",9,57,1,0
0,"mobile","top","returning",6,134,0,0
0,"mobile","top","returning",9,62,0,0
0,"desktop","top","returning",6,27,1,0
0,"mobile","top","new",5,44,1,0
1,"mobile","top","returning",8,86,1,1
1,"desktop","top","new",5,39,1,0
0,"mobile","middle","new",4,44,0,0
0,"mobile","top","returning",4,144,0,0
0,"desktop","top","returning",4,41,0,0
1,"mobile","top","returning",6,44,0,1
1,"desktop","top","new",6,80,1,1
0,"desktop","top","returning",5,107,0,1
0,"mobile","top","returning",1,59,0,0
0,"desktop","middle","returning",3,68,1,0
0,"mobile","top","returning",1,128,1,0
1,"desktop","middle","returning",3,52,1,1
0,"mobile","top","new",9,49,0,0
1,"mobile","middle","returning",8,79,1,0
0,"desktop","top","returning",4,133,0,0
0,"mobile","middle","new",7,43,0,0
0,"desktop","top","new",5,127,1,0
0,"desktop","top","returning",5,60,0,1
1,"mobile","top","returning",7,57,1,0
0,"mobile","middle","returning",5,114,0,0
0,"mobile","top","new",7,131,0,1
0,"desktop","middle","returning",6,42,0,0
0,"desktop","middle","new",3,45,0,0
0,"desktop","top","new",6,58,0,1
0,"mobile","middle","returning",5,41,0,1
1,"mobile","top","returning",4,39,1,1
1,"desktop","top","new",5,88,1,1
0,"mobile","top","new",5,76,0,0
1,"mobile","top","returning",6,68,1,0
0,"mobile","top","returning",5,68,0,0
0,"desktop","bottom","new",5,128,1,0
1,"mobile","top","new",2,69,1,0
1,"mobile","middle","new",5,96,0,0
0,"desktop","middle","new",5,72,0,0
1,"mobile","middle","returning",4,52,1,0
1,"mobile","top","returning",4,80,1,0
1,"desktop","top","returning",5,126,0,1
0,"desktop","middle","new",5,48,1,1
0,"desktop","middle","returning",6,93,0,0
1,"mobile","bottom","returning",8,42,1,1
1,"mobile","middle","returning",5,47,0,1
0,"mobile","top","new",4,75,0,0
1,"mobile","top","new",9,86,1,1
1,"desktop","top","new",4,171,1,1
0,"desktop","top","returning",4,55,0,0
0,"mobile","top","new",6,35,1,0
0,"mobile","top","new",5,91,1,1
0,"mobile","top","new",6,33,1,0
1,"desktop","top","returning",7,57,1,1
0,"mobile","top","returning",11,90,1,0
0,"mobile","top","returning",7,47,1,0
1,"mobile","top","new",7,115,1,1
0,"desktop","bottom","new",6,29,0,0
0,"mobile","middle","new",4,17,1,0
0,"desktop","middle","returning",5,162,1,1
0,"mobile","middle","returning",3,95,1,0
1,"desktop","top","new",7,163,0,1
1,"mobile","middle","new",6,82,1,0
1,"mobile","middle","returning",8,67,1,0
1,"mobile","top","returning",3,80,1,0
0,"desktop","middle","new",4,47,1,0
0,"mobile","middle","returning",3,132,0,0
0,"desktop","top","returning",5,52,1,0
0,"mobile","middle","returning",5,57,0,0
0,"desktop","middle","new",7,44,0,0
0,"mobile","middle","returning",6,81,0,0
1,"mobile","top","new",4,36,1,1
0,"mobile","middle","returning",5,61,1,0
0,"mobile","top","new",3,21,1,0
0,"desktop","top","returning",6,76,0,0
0,"mobile","top","returning",6,87,0,0
1,"mobile","middle","returning",2,113,1,0
1,"mobile","top","new",7,46,0,1
1,"desktop","top","returning",7,30,0,1
1,"mobile","top","new",6,154,1,0
1,"mobile","top","new",7,28,1,1
0,"desktop","middle","returning",3,147,0,0
0,"desktop","bottom","returning",3,39,0,0
1,"desktop","top","new",8,86,1,0
0,"mobile","top","returning",6,69,0,0
1,"mobile","top","new",4,63,0,1
0,"mobile","middle","returning",6,43,0,0
1,"mobile","top","returning",9,48,1,0
1,"mobile","top","new",5,47,1,1
1,"desktop","top","new",4,91,1,0
0,"desktop","top","new",4,85,1,1
0,"mobile","bottom","new",3,56,0,0
1,"desktop","middle","new",5,76,1,0
0,"mobile","top","returning",6,83,0,1
1,"mobile","top","returning",5,57,1,1
0,"mobile","top","new",6,55,0,0
1,"mobile","middle","returning",5,132,0,0
1,"mobile","top","new",6,22,1,1
0,"mobile","bottom","returning",3,75,1,0
1,"mobile","middle","returning",5,154,1,0
0,"mobile","top","new",5,50,0,0
0,"mobile","bottom","returning",8,45,0,0
0,"desktop","middle","new",1,95,1,0
0,"mobile","bottom","returning",10,115,1,0
0,"mobile","top","new",4,46,1,0
0,"desktop","middle","returning",7,114,0,0
0,"mobile","bottom","new",4,40,1,0
0,"desktop","middle","new",4,50,0,0
0,"mobile","middle","returning",5,94,0,0
1,"mobile","bottom","new",1,94,1,0
1,"mobile","top","returning",11,85,0,0
1,"mobile","top","returning",6,41,1,1
0,"mobile","top","new",6,107,1,1
0,"mobile","top","new",4,80,1,0
0,"mobile","top","returning",4,154,0,0
0,"mobile","middle","returning",8,50,0,0
1,"mobile","top","returning",7,173,1,0
0,"mobile","top","returning",7,71,1,0
0,"desktop","middle","returning",4,192,0,0
0,"desktop","top","returning",2,43,0,0
0,"desktop","top","returning",4,48,0,0
0,"mobile","bottom","returning",8,72,1,0
0,"desktop","middle","new",2,54,0,1
1,"mobile","top","returning",9,51,0,1
0,"desktop","top","new",4,140,0,1
0,"mobile","top","returning",2,42,0,0
0,"mobile","bottom","new",3,160,1,0
0,"desktop","top","new",6,69,0,0
0,"mobile","top","new",4,65,0,1
0,"desktop","middle","new",1,36,0,0
0,"mobile","top","returning",4,70,0,0
0,"mobile","middle","returning",8,45,0,0
1,"desktop","middle","returning",4,222,0,1
0,"mobile","top","new",8,50,0,0
1,"mobile","top","returning",4,78,1,1
0,"desktop","middle","returning",6,70,0,1
0,"desktop","top","new",4,86,0,0
0,"mobile","middle","returning",7,38,1,0
1,"mobile","top","returning",1,30,0,0
0,"mobile","top","new",5,117,1,0
1,"desktop","top","new",8,92,1,0
0,"desktop","top","new",3,159,1,0
0,"mobile","middle","new",8,90,1,0
0,"mobile","top","returning",4,106,0,0
0,"mobile","top","returning",4,151,0,0
0,"mobile","top","returning",3,102,0,0
0,"mobile","top","returning",6,85,0,0
0,"mobile","middle","new",3,42,0,0
0,"mobile","middle","returning",2,72,1,0
1,"mobile","top","returning",4,91,1,1
0,"desktop","top","returning",2,84,1,0
0,"mobile","bottom","returning",3,48,1,0
0,"desktop","top","new",9,38,0,0
0,"mobile","top","new",5,95,1,0
0,"desktop","top","new",7,65,0,0
0,"desktop","middle","returning",2,71,0,1
0,"desktop","middle","new",1,93,1,0
0,"desktop","top","returning",7,58,0,1
1,"mobile","top","returning",5,116,1,0
1,"mobile","bottom","returning",8,49,1,0
0,"desktop","middle","new",7,61,0,0
0,"mobile","top","new",1,153,0,0
1,"mobile","top","returning",7,76,0,0
0,"desktop","middle","returning",3,67,1,0
0,"mobile","middle","new",5,46,1,0
1,"desktop","middle","returning",6,36,1,1
1,"mobile","middle","new",4,75,0,0
0,"mobile","middle","new",3,74,0,0
0,"desktop","top","returning",5,141,1,0
0,"mobile","middle","returning",6,55,0,1
0,"mobile","top","returning",2,76,0,0
0,"mobile","bottom","new",9,63,0,0
1,"desktop","bottom","new",8,132,1,1
0,"desktop","middle","returning",4,51,0,0
0,"mobile","top","new",2,81,0,0
0,"desktop","middle","returning",7,133,0,0
0,"mobile","top","new",9,98,1,1
0,"desktop","bottom","new",3,98,1,0
1,"desktop","bottom","returning",5,55,1,1
0,"mobile","middle","new",2,85,0,0
0,"mobile","middle","new",4,39,0,0
1,"desktop","middle","returning",6,85,1,1
0,"desktop","top","new",2,81,1,0
0,"desktop","bottom","returning",3,90,1,0
0,"mobile","top","new",4,105,1,0
0,"mobile","middle","new",4,103,1,1
0,"desktop","top","returning",5,124,1,0
0,"mobile","middle","returning",5,50,1,0
0,"mobile","middle","returning",1,53,1,0
0,"desktop","top","returning",2,90,0,1
0,"desktop","bottom","returning",5,102,1,0
0,"mobile","middle","returning",6,38,0,0
0,"mobile","bottom","new",8,63,0,1
1,"mobile","middle","returning",6,35,1,0
0,"mobile","middle","returning",5,65,1,0
0,"mobile","top","returning",6,114,1,0
1,"desktop","top","new",3,66,1,1
0,"desktop","bottom","new",1,38,1,0
0,"mobile","bottom","returning",5,30,0,1
1,"mobile","top","new",4,181,0,1
0,"desktop","middle","returning",3,24,0,0
0,"mobile","top","new",1,47,0,0
0,"desktop","bottom","returning",2,49,0,0
1,"desktop","bottom","new",8,59,1,1
0,"mobile","middle","new",3,68,1,0
1,"desktop","top","new",5,53,1,1
0,"desktop","top","new",4,98,0,0
0,"desktop","bottom","new",8,130,0,1
0,"mobile","bottom","new",5,46,0,1
1,"mobile","top","returning",9,95,0,1
1,"desktop","middle","returning",7,64,1,1
0,"desktop","top","new",2,36,0,0
0,"mobile","middle","returning",5,32,0,0
0,"mobile","top","returning",6,40,0,1
1,"mobile","top","returning",4,42,0,1
0,"desktop","top","new",4,163,0,1
0,"mobile","top","new",5,44,1,0
1,"desktop","top","new",1,48,1,1
0,"mobile","middle","returning",1,147,1,1
0,"mobile","top","new",4,39,1,0
0,"desktop","top","returning",6,74,0,1
0,"mobile","middle","new",7,29,0,0
1,"desktop","middle","returning",1,32,1,1
0,"desktop","top","new",5,29,0,0
0,"desktop","middle","returning",3,71,0,1
1,"desktop","top","returning",4,55,1,1
1,"mobile","top","returning",7,71,1,0
1,"desktop","top","returning",9,72,0,0
0,"desktop","top","new",4,93,0,1
0,"desktop","middle","returning",5,52,0,1
0,"mobile","bottom","returning",2,191,0,1
0,"desktop","top","new",11,139,0,0
0,"mobile","middle","returning",5,50,1,1
0,"mobile","top","returning",6,50,0,0
1,"desktop","bottom","new",6,49,0,0
0,"mobile","bottom","returning",2,241,0,0
1,"mobile","middle","new",5,25,0,0
0,"desktop","middle","returning",2,79,0,1
0,"desktop","top","returning",5,35,0,0
0,"mobile","middle","new",6,40,0,0
0,"desktop","middle","new",3,100,1,0
0,"desktop","top","new",2,109,1,0
0,"mobile","middle","new",5,56,0,0
0,"desktop","middle","returning",5,77,0,1
1,"mobile","top","returning",5,56,0,0
0,"desktop","middle","new",9,42,1,0
0,"desktop","bottom","returning",4,77,0,0
0,"mobile","top","returning",4,40,1,1
1,"mobile","top","returning",3,76,1,0
0,"desktop","middle","new",10,87,1,1
0,"mobile","top","new",4,86,0,0
0,"mobile","bottom","returning",8,170,1,1
0,"mobile","middle","new",3,51,0,0
1,"mobile","top","new",8,74,1,0
1,"mobile","middle","new",6,48,0,1
0,"mobile","bottom","new",3,82,1,1
0,"desktop","middle","returning",6,68,1,0
0,"desktop","middle","new",7,57,0,0
0,"mobile","top","new",7,175,0,0
0,"mobile","bottom","new",5,35,0,0
1,"mobile","top","new",4,44,0,1
1,"mobile","top","returning",2,40,0,1
1,"mobile","middle","new",3,191,1,1
1,"mobile","top","returning",3,77,0,0
0,"mobile","top","returning",6,99,0,0
0,"desktop","top","returning",4,105,0,1
1,"mobile","middle","returning",6,58,1,1
0,"desktop","middle","new",7,53,0,1
0,"mobile","top","returning",7,83,1,0
0,"desktop","middle","returning",9,126,1,0
0,"mobile","top","returning",4,19,0,0
0,"mobile","middle","returning",4,123,1,0
0,"mobile","middle","new",4,53,1,1
1,"desktop","top","returning",8,51,0,1
1,"mobile","middle","returning",4,85,1,1
0,"desktop","top","returning",5,94,0,0
0,"desktop","middle","returning",4,126,0,0
0,"desktop","bottom","new",4,89,0,0
0,"mobile","middle","new",6,125,0,1
1,"mobile","top","returning",3,76,1,0
0,"mobile","bottom","returning",7,90,0,1
0,"mobile","top","new",3,83,0,1
1,"mobile","middle","returning",7,43,1,0
0,"desktop","top","new",4,50,1,0
0,"mobile","top","new",3,72,0,0
0,"mobile","top","new",7,37,1,0
0,"desktop","bottom","returning",5,86,0,0
0,"mobile","top","new",5,88,0,0
1,"mobile","bottom","returning",8,76,1,0
1,"desktop","top","returning",7,91,0,0
1,"mobile","top","new",5,90,1,1
1,"mobile","top","returning",3,37,0,1
0,"mobile","top","returning",6,67,0,0
0,"desktop","top","new",4,95,0,0
1,"desktop","middle","new",7,57,1,1
0,"desktop","top","returning",3,94,0,0
0,"mobile","middle","new",4,80,0,0
0,"mobile","bottom","returning",11,30,0,0
1,"mobile","bottom","returning",8,80,0,0
0,"mobile","top","returning",3,96,0,0
0,"mobile","middle","returning",4,127,0,0
0,"desktop","top","returning",5,45,0,0
0,"mobile","top","returning",4,65,0,0
1,"mobile","top","returning",7,35,0,0
0,"desktop","top","returning",5,84,1,1
0,"desktop","top","new",8,77,0,0
0,"mobile","top","new",5,51,0,0
0,"desktop","top","new",7,41,1,1
0,"mobile","top","returning",6,56,0,0
0,"mobile","top","new",2,81,0,0
0,"mobile","top","returning",2,19,0,0
0,"mobile","top","returning",5,108,0,1
0,"desktop","middle","new",1,78,1,1
0,"mobile","top","returning",3,61,1,0
0,"desktop","middle","returning",6,69,0,0
0,"mobile","bottom","new",6,243,0,0
1,"mobile","middle","returning",4,52,1,0
0,"desktop","bottom","returning",5,26,1,1
0,"mobile","bottom","returning",3,34,0,0
1,"mobile","bottom","returning",5,67,1,0
0,"desktop","top","new",7,69,0,0
0,"mobile","middle","new",8,41,0,0
0,"mobile","middle","returning",2,89,1,0
1,"mobile","top","returning",4,51,1,0
0,"mobile","middle","returning",5,65,0,0
1,"desktop","top","returning",5,92,0,1
0,"mobile","top","returning",2,75,0,0
0,"mobile","top","new",5,48,1,0
0,"mobile","middle","new",6,49,0,0
0,"desktop","top","new",8,153,1,0
1,"desktop","top","new",3,51,1,0
0,"desktop","bottom","returning",6,171,0,0
0,"mobile","top","returning",4,69,0,1
0,"mobile","middle","returning",2,80,0,1
0,"mobile","middle","returning",9,101,1,0
0,"desktop","middle","returning",3,69,0,0
0,"desktop","middle","new",4,57,0,0
0,"desktop","top","returning",4,121,1,0
0,"mobile","top","returning",6,35,0,0
1,"mobile","top","returning",5,157,0,1
1,"mobile","middle","returning",2,125,0,1
1,"mobile","middle","returning",4,119,1,0
0,"mobile","top","returning",6,118,0,0
0,"desktop","top","new",3,315,0,1
0,"mobile","top","new",5,47,1,0
0,"desktop","top","new",5,150,0,0
0,"mobile","middle","returning",7,73,0,0
0,"mobile","bottom","new",6,43,0,1
0,"desktop","middle","new",6,50,0,0
0,"desktop","middle","new",7,29,0,0
0,"mobile","bottom","returning",6,114,0,0
0,"desktop","top","new",3,125,0,0
1,"mobile","bottom","new",4,117,0,1
1,"desktop","top","new",4,179,1,0
0,"mobile","middle","new",3,63,0,0
1,"mobile","top","new",7,102,0,1
0,"desktop","top","returning",7,67,0,0
0,"mobile","middle","returning",6,56,0,0
0,"desktop","middle","returning",5,52,0,0
0,"desktop","middle","new",5,36,1,0
1,"mobile","top","new",4,82,1,0
0,"desktop","middle","new",6,39,0,1
0,"mobile","bottom","returning",2,85,0,0
0,"mobile","bottom","returning",3,64,0,0
0,"mobile","bottom","new",6,119,0,0
1,"mobile","top","new",3,83,1,1
1,"mobile","bottom","new",7,39,1,0
0,"mobile","top","returning",5,69,0,0
0,"desktop","top","returning",5,25,1,0
1,"mobile","top","returning",5,34,1,0
0,"desktop","top","new",4,104,1,0
1,"mobile","middle","new",8,127,1,0
0,"mobile","top","new",4,55,0,0
1,"desktop","top","new",10,54,0,1
0,"desktop","top","new",5,52,1,0
0,"desktop","middle","returning",5,77,0,0
0,"mobile","middle","returning",6,160,0,0
0,"mobile","top","new",6,41,0,0
0,"desktop","top","new",2,183,1,0
1,"desktop","top","returning",5,110,1,1
1,"desktop","bottom","returning",5,58,1,0
0,"mobile","middle","returning",2,29,1,0
1,"mobile","bottom","returning",3,80,0,0
0,"mobile","middle","returning",4,124,1,0
0,"desktop","middle","new",6,97,1,0
1,"mobile","top","returning",4,98,0,1
0,"desktop","middle","returning",3,43,0,0
0,"desktop","top","returning",2,41,0,0
0,"desktop","top","new",1,129,0,1
1,"mobile","top","new",6,75,1,0
1,"desktop","top","returning",7,37,1,0
0,"desktop","middle","returning",2,115,1,0
0,"desktop","middle","returning",3,30,0,0
1,"mobile","top","new",5,100,0,1
1,"mobile","bottom","new",9,28,0,1
1,"mobile","middle","returning",9,60,0,0
0,"desktop","middle","returning",4,32,1,0
0,"mobile","bottom","new",4,70,0,0
0,"mobile","middle","returning",9,58,0,0
0,"mobile","top","returning",8,32,1,0
1,"mobile","middle","returning",2,88,1,0
0,"mobile","middle","new",3,173,0,1
0,"desktop","bottom","returning",6,28,0,0
1,"mobile","top","returning",5,49,1,0
0,"desktop","middle","returning",1,45,0,0
0,"desktop","middle","returning",5,108,1,0
1,"mobile","top","new",8,52,1,0
0,"mobile","top","returning",5,30,1,1
1,"desktop","middle","returning",7,51,1,1
0,"desktop","middle","returning",3,33,1,0
1,"mobile","top","returning",5,53,1,0
0,"desktop","bottom","returning",7,42,0,1
0,"mobile","top","new",5,46,1,0
0,"mobile","bottom","returning",5,56,1,0
0,"mobile","top","returning",5,44,1,1
0,"desktop","top","new",3,36,1,0
1,"mobile","top","returning",3,59,0,0
0,"mobile","middle","returning",4,50,1,0
1,"desktop","top","returning",3,85,1,0
0,"mobile","top","new",7,53,1,0
0,"desktop","middle","returning",3,77,0,0
1,"mobile","middle","returning",5,55,1,1
1,"desktop","middle","returning",8,58,1,0
0,"desktop","top","new",4,105,0,0
1,"mobile","top","returning",4,105,1,1
1,"mobile","top","new",5,127,1,1
1,"mobile","top","returning",5,43,1,0
0,"desktop","middle","new",5,56,1,0
0,"mobile","middle","new",3,74,0,0
0,"mobile","middle","returning",4,59,0,0
0,"mobile","middle","returning",6,57,0,0
1,"mobile","middle","returning",1,82,0,0
1,"mobile","middle","returning",7,122,1,1
0,"desktop","middle","returning",6,135,1,1
1,"desktop","top","new",2,37,1,0
0,"mobile","middle","returning",1,126,0,1
0,"mobile","top","new",3,104,0,1
0,"mobile","middle","new",7,124,0,1
0,"desktop","middle","returning",6,80,0,0
0,"desktop","middle","returning",4,21,0,0
0,"desktop","middle","returning",5,32,0,0
0,"desktop","middle","returning",8,108,0,0
1,"desktop","top","returning",5,53,1,0
0,"mobile","middle","new",5,125,0,1
0,"mobile","bottom","returning",4,66,1,0
0,"desktop","middle","new",5,37,0,1
0,"mobile","bottom","returning",1,65,1,1
0,"mobile","bottom","returning",5,45,0,1
1,"desktop","top","returning",10,75,0,0
0,"desktop","middle","new",5,35,1,0
0,"desktop","middle","returning",6,86,1,0
0,"mobile","top","new",4,65,1,0
0,"mobile","middle","returning",8,106,0,0
1,"desktop","top","returning",6,202,1,0
0,"desktop","middle","returning",5,58,0,1
0,"mobile","top","returning",4,100,1,0
0,"mobile","middle","returning",4,86,1,0
1,"mobile","top","returning",3,24,0,1
0,"desktop","bottom","new",6,32,1,0
0,"mobile","top","new",5,51,1,0
0,"desktop","middle","new",7,56,0,1
0,"mobile","top","returning",4,82,1,0
0,"mobile","middle","new",2,70,0,1
0,"desktop","top","returning",1,65,0,1
0,"mobile","middle","returning",1,93,1,0
0,"desktop","top","new",7,96,0,0
1,"mobile","top","returning",5,51,0,1
1,"mobile","top","new",6,40,1,0
0,"mobile","middle","returning",7,56,0,0
0,"mobile","middle","new",4,48,0,0
0,"desktop","middle","returning",8,41,1,0
1,"mobile","middle","returning",9,62,1,0
0,"desktop","bottom","new",5,58,0,1
0,"mobile","top","returning",5,75,0,0
0,"mobile","top","returning",6,82,0,0
1,"desktop","middle","returning",7,162,1,0
1,"mobile","top","returning",8,174,1,0
0,"mobile","top","new",6,100,0,0
0,"desktop","top","new",5,119,0,0
1,"desktop","middle","returning",6,44,1,0
0,"desktop","middle","returning",4,25,0,0
0,"mobile","bottom","new",3,129,1,0
0,"desktop","top","returning",2,46,1,0
0,"desktop","top","returning",2,63,0,0
1,"desktop","top","returning",4,43,1,1
0,"mobile","middle","returning",6,89,0,0
1,"desktop","top","returning",7,56,0,1
1,"mobile","top","returning",5,68,0,0
0,"mobile","top","returning",5,59,0,0
0,"mobile","top","returning",1,35,0,0
0,"mobile","top","new",5,49,1,0
1,"desktop","middle","returning",3,233,0,0
1,"desktop","top","returning",2,75,1,1
0,"desktop","top","returning",3,48,0,0
1,"mobile","top","returning",4,58,1,1
0,"desktop","top","returning",4,74,0,0
1,"desktop","top","returning",7,77,1,0
0,"desktop","middle","returning",9,98,0,0
0,"desktop","middle","new",6,35,0,0
0,"desktop","middle","returning",5,107,0,1
1,"mobile","top","returning",9,58,0,1
0,"desktop","middle","new",6,63,1,0
0,"mobile","top","returning",5,60,1,0
0,"mobile","bottom","new",7,53,0,0
1,"desktop","top","new",2,85,1,1
1,"desktop","middle","new",6,60,1,0
0,"mobile","top","new",5,109,0,0
0,"mobile","top","returning",7,53,0,0
1,"mobile","top","new",3,71,1,0
0,"mobile","middle","returning",4,67,0,0
0,"desktop","middle","returning",7,80,1,0
1,"desktop","top","returning",6,76,1,0
0,"mobile","middle","new",3,92,1,1
1,"desktop","top","new",3,92,1,0
1,"desktop","top","returning",3,59,0,1
0,"desktop","middle","new",6,18,1,0
0,"desktop","bottom","returning",7,78,1,0
0,"mobile","middle","returning",2,102,0,0
1,"desktop","top","new",6,111,1,1
0,"mobile","middle","new",6,80,1,0
1,"mobile","middle","returning",5,65,1,1
0,"mobile","top","returning",5,68,0,0
0,"mobile","middle","returning",4,51,0,0
0,"desktop","middle","new",1,28,0,0
0,"mobile","bottom","new",4,34,0,0
0,"mobile","top","returning",2,83,0,1
0,"mobile","bottom","returning",5,69,1,0
0,"desktop","top","returning",1,102,1,0
0,"desktop","middle","new",5,56,0,1
1,"mobile","bottom","new",10,71,0,0
0,"mobile","top","returning",7,52,1,0
1,"desktop","middle","returning",7,36,1,1
1,"mobile","middle","returning",5,175,0,1
0,"desktop","top","returning",4,54,1,0
0,"desktop","top","returning",2,78,0,0
0,"mobile","top","new",6,80,1,0
0,"mobile","top","new",7,126,1,1
1,"mobile","top","returning",7,55,0,1
0,"desktop","middle","new",4,60,0,1
0,"mobile","middle","returning",4,56,0,1
0,"mobile","middle","new",2,107,1,0
1,"desktop","middle","returning",5,49,1,1
0,"desktop","top","new",3,43,0,1
1,"mobile","top","returning",2,55,1,1
0,"mobile","bottom","returning",3,88,0,0
1,"mobile","top","returning",5,71,1,0
0,"desktop","top","new",5,112,0,0
0,"mobile","middle","new",7,69,0,0
0,"desktop","middle","new",1,42,0,0
1,"desktop","top","returning",8,116,0,0
1,"mobile","middle","returning",3,106,0,1
0,"desktop","top","new",6,37,0,0
0,"mobile","top","returning",7,78,0,0
0,"desktop","middle","new",3,55,1,0
0,"mobile","middle","new",3,240,0,1
0,"mobile","top","returning",5,36,1,0
0,"mobile","top","new",3,13,1,0
0,"desktop","top","new",4,73,0,0
0,"desktop","top","returning",3,79,0,0
0,"mobile","top","returning",6,76,0,1
1,"mobile","top","returning",6,36,0,1
0,"desktop","top","returning",7,49,1,0
0,"mobile","middle","returning",4,69,0,1
0,"desktop","middle","returning",5,45,1,1
0,"mobile","top","new",5,71,0,0
0,"desktop","bottom","returning",5,42,0,0
1,"mobile","top","returning",5,63,0,1
0,"mobile","middle","new",3,68,0,0
0,"desktop","middle","returning",5,43,0,0
0,"mobile","middle","returning",4,87,0,0
0,"desktop","top","new",5,39,0,0
1,"mobile","top","new",5,135,1,0
0,"desktop","middle","returning",2,224,0,0
0,"desktop","top","returning",7,148,1,0
0,"desktop","middle","new",5,143,0,0
0,"desktop","top","returning",4,42,0,0
0,"mobile","bottom","new",6,61,0,0
0,"desktop","top","new",3,23,0,1
0,"mobile","top","new",9,96,1,0
1,"mobile","middle","returning",6,38,0,1
1,"mobile","middle","returning",4,67,1,0
1,"desktop","middle","new",7,69,1,1
0,"mobile","top","returning",5,115,0,0
0,"desktop","middle","new",4,179,1,0
0,"desktop","top","new",2,101,0,0
0,"mobile","bottom","new",5,73,0,0
0,"mobile","top","returning",6,51,1,0
0,"mobile","top","new",6,66,0,0
0,"desktop","top","new",2,211,0,0
1,"mobile","middle","new",6,48,1,0
1,"mobile","top","returning",4,68,1,1
1,"desktop","middle","new",5,54,1,1
1,"mobile","top","returning",7,34,1,1
1,"desktop","top","returning",6,246,1,0
0,"mobile","middle","new",6,35,1,0
1,"desktop","middle","returning",3,112,1,1
0,"desktop","top","new",5,73,1,0
1,"mobile","top","returning",2,53,0,0
1,"mobile","middle","returning",7,64,0,0
1,"mobile","middle","returning",3,55,0,0
0,"mobile","top","returning",3,94,1,0
0,"desktop","top","returning",3,69,0,0
1,"mobile","top","returning",6,35,0,0
0,"desktop","middle","returning",5,54,0,0
0,"desktop","middle","new",1,61,1,0
0,"mobile","bottom","returning",1,86,1,0
0,"desktop","top","new",4,92,0,0
0,"mobile","bottom","new",3,137,0,0
0,"desktop","top","returning",5,64,0,0
0,"mobile","top","new",4,45,0,0
0,"mobile","top","returning",4,86,0,1
1,"mobile","middle","new",6,49,1,1
0,"desktop","bottom","returning",6,191,1,0
0,"mobile","top","returning",4,22,0,0
0,"desktop","top","returning",6,54,0,0
0,"mobile","top","new",1,41,1,0
0,"desktop","bottom","new",4,87,1,0
0,"mobile","top","returning",6,29,0,1
0,"mobile","top","returning",4,65,1,0
1,"mobile","middle","returning",6,60,0,1
1,"desktop","top","new",3,37,1,1
0,"mobile","top","new",7,49,0,0
0,"mobile","bottom","new",7,112,1,0
0,"desktop","middle","new",5,55,0,0
0,"mobile","top","new",5,62,0,0
1,"desktop","top","returning",7,68,1,1
1,"mobile","top","returning",5,36,1,1
1,"mobile","top","returning",6,85,0,0
0,"mobile","middle","returning",3,57,0,0
1,"mobile","middle","new",4,183,1,0
1,"desktop","top","new",6,57,1,0
1,"mobile","middle","new",4,143,0,1
0,"mobile","bottom","new",4,97,0,0
0,"mobile","middle","new",7,66,0,1
0,"desktop","top","returning",5,43,0,0
0,"mobile","middle","new",6,141,1,0
1,"desktop","top","new",7,43,1,1
0,"mobile","top","new",4,125,0,1
1,"desktop","top","returning",4,67,0,1
1,"desktop","bottom","returning",7,33,1,1
0,"mobile","bottom","returning",2,63,0,0
1,"mobile","top","returning",6,249,0,0
0,"desktop","middle","new",5,223,1,0
1,"mobile","top","returning",8,110,1,0
0,"mobile","top","returning",5,60,0,0
0,"mobile","bottom","new",5,54,0,0
0,"mobile","top","returning",2,43,0,0
0,"mobile","bottom","new",4,55,0,0
0,"desktop","middle","new",3,96,0,1
1,"mobile","middle","new",6,74,0,1
1,"mobile","top","returning",5,27,1,1
1,"mobile","middle","returning",4,171,0,0
1,"desktop","top","returning",6,53,0,1
0,"desktop","bottom","returning",8,123,1,0
0,"desktop","top","returning",4,76,1,0
1,"mobile","top","returning",6,50,0,0
0,"mobile","middle","returning",5,57,1,0
0,"mobile","bottom","new",3,161,1,0
0,"desktop","top","new",2,71,0,0
0,"desktop","bottom","returning",8,116,0,0
0,"mobile","bottom","returning",8,99,1,0
0,"mobile","middle","new",7,39,0,0
0,"desktop","middle","returning",3,50,0,1
0,"desktop","middle","returning",4,60,1,0
0,"mobile","bottom","new",9,38,0,0
0,"desktop","middle","new",7,45,1,0
0,"mobile","middle","returning",6,159,1,0
