"tenure_months","logins_last30","tickets_30d","email_engagement","price_increase_60d","plan_downgrade","region","churn"
24,18,0,0.31282542328761,0,0,"North",0
24,13,0,0.149742807383587,0,1,"West",0
6,9,0,0.508985072518829,0,0,"East",0
33,15,0,0.514778069589902,1,0,"South",0
21,17,1,0.225087474000961,0,0,"West",0
16,12,0,0.467268979756161,1,0,"West",0
7,0,1,0.239388101773962,0,0,"East",0
20,20,4,0.330641077352626,1,0,"South",0
14,8,1,0.481530945055379,0,0,"North",0
19,10,0,0.413133764701862,0,1,"North",0
9,20,0,0.157089001981539,0,0,"North",0
44,3,1,0.368288538191561,0,0,"East",0
24,6,1,0.191157583879974,0,0,"South",0
37,8,2,0.248770127458285,0,0,"East",0
1,5,0,0.13680236588409,0,0,"East",0
19,18,0,0.280879615601658,1,1,"North",0
16,18,0,0.494239496062932,0,0,"North",0
9,15,1,0.226725432541465,0,0,"South",0
43,10,0,0.453590733132689,0,0,"South",1
7,10,0,0.265396751461138,0,0,"South",0
28,9,0,0.412126236449541,0,1,"West",0
34,9,0,0.067737966934599,0,1,"West",0
26,14,0,0.450759713382077,0,0,"East",0
13,17,0,0.171703088870873,0,0,"West",0
35,10,2,0.205277941457562,0,1,"East",1
26,14,0,0.340990435250305,0,0,"West",0
11,0,0,0.395443203247078,0,1,"West",0
7,12,1,0.195939149724509,1,0,"North",1
49,8,0,0.120587524741482,0,0,"North",0
16,17,0,0.1654836986213,0,0,"South",0
2,18,0,0.0943968611618165,0,0,"West",0
30,1,0,0.564374652632885,0,0,"North",1
28,17,0,0.368915619254498,0,0,"East",0
8,9,1,0.283258594800435,0,0,"North",1
1,11,0,0.120138999332853,0,1,"North",1
23,16,1,0.490774438833416,0,1,"South",0
38,15,2,0.325643720050312,0,0,"South",0
32,8,0,0.0545346849928322,0,1,"South",0
18,14,1,0.213732661424749,0,0,"West",0
14,10,0,0.225612449990126,0,0,"West",0
27,18,0,0.224649272811137,0,0,"North",0
26,4,1,0.291822866667304,0,1,"West",1
32,16,0,0.37161209091936,0,0,"East",0
19,19,0,0.585084673590917,0,0,"North",0
35,0,1,0.263324879935203,0,0,"South",0
14,15,1,0.174927966106336,0,0,"West",0
20,10,0,0.102783947399415,0,0,"West",0
33,13,0,0.35837776018971,0,0,"West",0
36,11,0,0.207029783838953,0,0,"North",0
1,15,0,0.425357246470009,0,0,"North",0
25,17,0,0.140957523412402,0,0,"South",0
31,15,1,0.229799009917485,1,0,"North",0
7,11,1,0.0953169875779755,0,0,"East",0
30,10,0,0.411005108435843,0,0,"South",0
14,11,0,0.246201958362286,0,0,"West",0
36,11,0,0.941318040578458,1,0,"South",0
30,13,1,0.205352162078353,0,0,"East",0
33,8,0,0.148704369294443,0,0,"East",1
25,15,2,0.682058649837137,0,0,"North",0
34,7,1,0.354759962681978,0,0,"East",0
41,5,0,0.457552102350995,0,0,"East",0
48,13,1,0.509201885273944,0,0,"South",0
24,14,1,0.169644668385216,0,1,"North",0
1,17,0,0.151701461091565,1,0,"East",0
24,16,0,0.554269337337772,1,0,"North",0
26,13,2,0.104334338315382,0,0,"West",0
22,15,0,0.370803675839245,0,0,"North",1
31,7,2,0.159621072543306,0,1,"West",0
36,6,0,0.32700068081803,0,0,"East",0
18,6,2,0.198697755540007,0,0,"East",0
20,12,0,0.30597751310395,0,0,"West",0
29,15,0,0.332847615145149,0,1,"West",0
17,17,1,0.35624199797673,1,0,"West",0
25,19,0,0.0141318776375233,0,0,"North",0
1,14,1,0.362596668257181,1,0,"South",1
11,11,0,0.41878631339338,1,1,"West",0
8,9,1,0.558471785165064,0,0,"West",1
14,13,0,0.690574043067984,0,0,"South",0
16,12,3,0.495519208340267,0,0,"South",0
29,10,1,0.5336476008196,0,0,"North",0
36,9,0,0.207934770320406,0,1,"East",0
15,7,1,0.187748875340238,0,0,"North",0
12,7,2,0.141673443696976,1,0,"East",0
11,19,0,0.0349746292767849,0,0,"North",0
19,13,1,0.340413544579496,0,0,"South",0
21,10,0,0.293858010251273,0,0,"West",0
30,4,1,0.383892848835294,0,1,"North",0
20,13,0,0.485643326090198,0,0,"West",0
1,10,0,0.0849910284148045,1,1,"South",0
23,12,0,0.373873978630956,1,0,"East",0
38,11,1,0.272854860356837,1,0,"West",0
38,16,0,0.202990233163351,0,0,"South",0
15,12,2,0.371454037879242,0,0,"East",0
5,11,0,0.156826540318287,0,0,"West",0
53,24,1,0.373390788204404,0,0,"North",0
22,17,0,0.287482113552014,0,0,"North",0
23,13,2,0.0596488936128472,0,0,"North",0
29,8,0,0.547546938044755,0,0,"South",0
5,18,1,0.209387852753519,0,0,"North",0
15,7,2,0.181168926692592,0,0,"South",0
6,12,0,0.554865300656029,0,1,"South",0
16,16,2,0.51295266060588,0,0,"South",0
25,10,0,0.55683335423274,0,0,"West",0
8,10,0,0.234720169090779,1,0,"West",0
31,14,1,0.750535567155463,0,0,"South",0
27,13,2,0.320608357653494,0,0,"East",0
13,11,0,0.324696651670914,0,0,"North",0
27,11,0,0.292927697957319,0,1,"North",0
33,13,1,0.103731574201689,1,0,"East",0
37,14,0,0.105990052799254,1,0,"North",0
21,18,1,0.181924229017482,0,0,"West",1
23,10,0,0.388544666122716,1,1,"North",0
23,19,1,0.341773545863205,0,0,"West",0
41,5,1,0.138271946519533,0,1,"North",0
38,9,0,0.264155878431401,0,0,"South",0
34,5,0,0.199458503932363,0,1,"South",0
21,14,0,0.327724595810626,0,0,"East",0
28,14,0,0.429406411933018,0,0,"North",0
29,5,1,0.428183336571972,0,0,"East",0
11,12,1,0.111900629902415,0,0,"East",0
3,7,0,0.316588436430328,0,0,"South",0
32,14,1,0.658075668875769,0,0,"North",0
6,4,2,0.230009657600452,0,0,"East",0
24,16,0,0.391665166755672,0,0,"North",0
27,12,0,0.464607735137182,0,0,"North",1
31,7,0,0.244925071263874,0,0,"North",0
26,12,0,0.60125183405181,0,0,"North",0
15,11,0,0.408304053658276,0,0,"South",0
36,10,2,0.151876063577933,0,0,"North",0
45,5,1,0.513612237319686,0,0,"South",0
35,9,1,0.150153580457018,0,1,"South",1
1,11,0,0.424741392003454,0,0,"South",1
41,5,0,0.383452871665888,0,1,"North",0
23,14,0,0.579186887531901,0,0,"South",0
30,19,1,0.377565507985883,0,0,"West",0
31,16,1,0.4877495504043,0,0,"North",0
23,8,0,0.162817569855086,0,1,"East",1
23,9,0,0.267593425384491,0,0,"West",0
36,10,0,0.144911389695148,0,0,"West",0
33,15,0,0.122007405713825,0,0,"South",0
36,12,1,0.254257337830757,0,0,"North",0
53,7,1,0.261780819773892,0,0,"East",0
32,4,0,0.286174751967154,0,0,"West",0
26,15,0,0.0720272036606783,0,1,"East",0
1,7,0,0.134755732754765,0,1,"North",0
56,14,0,0.14725335247383,1,0,"South",0
18,12,0,0.132770462859322,0,0,"North",0
52,16,0,0.116284605540716,0,0,"North",0
28,17,2,0.223501763696234,0,0,"West",0
42,5,0,0.0377147925863018,0,0,"North",0
23,17,0,0.395696246080321,1,0,"East",0
30,15,2,0.270286122295228,0,0,"West",1
27,10,0,0.0551765463854339,0,1,"West",1
22,12,2,0.240060054690634,0,0,"West",0
23,14,0,0.276696987345417,0,0,"West",0
36,15,1,0.484484153018501,1,0,"West",0
22,3,0,0.274802621809338,0,0,"North",0
1,19,0,0.162720054545845,1,0,"South",0
22,5,0,0.173248833797064,1,1,"North",0
30,2,2,0.630015023247264,0,0,"North",0
31,17,0,0.228352875596797,0,0,"West",0
31,4,0,0.349810053109911,0,0,"East",0
4,11,2,0.374849113266986,0,0,"South",0
28,5,0,0.383936575613388,0,0,"North",0
36,3,2,0.0721693860095252,0,0,"North",0
39,10,0,0.444829165100084,0,0,"North",0
21,15,1,0.582793382703777,1,0,"West",0
20,14,1,0.0892656671035476,0,0,"North",0
42,9,1,0.107728228094717,1,0,"West",1
4,12,0,0.383148709494825,0,0,"West",0
19,12,1,0.194124028121192,0,0,"South",0
29,12,0,0.601033721819723,0,0,"East",0
5,10,2,0.0712365712393351,0,0,"North",0
27,14,1,0.366818499724885,0,0,"North",0
47,7,1,0.370271158286722,0,0,"North",0
24,14,0,0.497547883991866,0,1,"South",0
21,10,2,0.502608431430429,0,0,"West",0
30,10,0,0.308881326276539,0,0,"South",0
21,16,0,0.0597379944641009,1,0,"South",0
34,10,2,0.357105549475174,0,1,"East",0
35,7,1,0.368340656567385,0,1,"West",0
24,6,2,0.0463415826460959,1,0,"North",0
10,15,0,0.308111582082166,0,0,"West",1
8,0,1,0.110697247592399,0,0,"North",0
17,10,1,0.344122013294145,0,0,"South",0
34,13,1,0.41830851666526,1,0,"North",0
1,5,0,0.210744928124897,1,0,"North",1
1,12,0,0.249511503150099,0,0,"East",0
16,15,1,0.357641248314712,1,1,"South",0
29,3,0,0.392016197090672,0,0,"West",0
13,8,0,0.514492843919861,0,0,"West",0
35,21,0,0.487177168094955,0,1,"West",0
28,9,0,0.281841220872028,0,0,"North",0
22,7,1,0.259779401143981,0,0,"North",0
34,8,0,0.114911428692644,0,0,"North",0
29,10,1,0.377314799285124,0,0,"South",0
19,13,1,0.451717139799404,0,0,"East",0
27,8,0,0.20812690621948,0,1,"North",0
32,13,0,0.488983336702279,0,0,"West",0
28,16,0,0.298479636628552,0,0,"East",0
16,14,0,0.40350737118414,0,0,"South",0
34,16,0,0.158544626178828,0,0,"North",0
38,8,0,0.549678965626113,0,1,"West",0
27,11,0,0.0919856833952049,0,0,"West",0
26,15,1,0.251008810076769,0,0,"North",0
23,12,1,0.0808778931127425,0,0,"East",0
50,13,0,0.119080552954096,0,0,"South",0
27,12,0,0.0373533880674917,0,0,"East",0
22,13,0,0.24623463772844,0,0,"South",0
1,12,0,0.325457268659455,0,0,"West",0
5,7,0,0.172870062486131,1,0,"North",0
23,13,0,0.252790647336063,0,0,"South",0
26,10,1,0.0907842846089633,1,0,"North",0
27,19,1,0.253342807862925,0,0,"North",0
34,9,2,0.346877247252366,0,1,"West",0
22,13,0,0.522845045718178,1,0,"East",0
39,2,0,0.102811072627362,0,0,"West",0
13,9,0,0.0586877637264962,0,0,"West",1
9,8,0,0.665306498998069,1,0,"South",0
9,18,0,0.0672960364236606,1,1,"West",0
33,11,0,0.144915566042402,0,0,"North",0
23,13,2,0.105784097774836,0,0,"North",0
33,14,1,0.622454516886441,1,0,"North",0
21,9,0,0.48433356164102,0,0,"South",0
17,14,1,0.202911791315276,0,0,"East",0
20,20,1,0.32382820699819,0,0,"South",0
2,15,0,0.552747121660828,0,0,"West",0
10,16,2,0.183438560898235,0,0,"West",0
7,8,3,0.478136274410572,0,0,"West",0
37,13,0,0.127863270855721,0,0,"West",0
17,13,0,0.18943481532123,0,0,"South",0
33,9,1,0.250681081258355,0,0,"North",0
42,13,0,0.324039065607531,0,0,"West",0
22,22,0,0.202827302322347,0,0,"West",0
27,7,0,0.119013215900545,0,0,"West",0
3,15,1,0.159228928044259,0,0,"North",0
14,7,0,0.35344474721489,0,1,"West",0
25,14,2,0.363642761915749,0,0,"West",1
28,7,0,0.231582984803784,0,0,"West",0
15,15,1,0.168626142338373,0,0,"North",1
56,6,0,0.368267373386138,0,0,"South",0
18,12,0,0.216308109729133,0,0,"North",0
25,19,0,0.276615822319617,0,0,"North",0
32,11,0,0.258727959978424,1,0,"West",0
24,11,0,0.034974700994748,0,0,"South",0
16,19,1,0.268245086701292,0,0,"South",0
37,22,1,0.0721431765225993,0,0,"South",0
43,24,1,0.29191769372015,1,0,"West",0
24,10,0,0.180746883424747,0,0,"North",0
31,7,2,0.483316592818714,0,0,"East",1
23,15,0,0.221354299798157,1,0,"East",0
36,14,2,0.212441080331728,0,1,"East",0
10,18,1,0.269465947689325,1,0,"East",0
52,13,1,0.103260451838461,0,0,"East",0
17,13,1,0.306394909658753,0,1,"South",0
6,20,1,0.144848064354657,0,0,"East",0
20,13,0,0.0856287413956465,0,0,"West",0
26,15,1,0.147138832620186,0,0,"West",0
43,14,2,0.542334558384411,1,0,"West",0
35,12,1,0.118058366307932,1,0,"North",0
26,9,0,0.129732160966206,0,0,"West",0
7,10,1,0.0226878402105817,1,0,"West",0
14,2,1,0.407883576290682,0,0,"North",0
22,18,0,0.303668385562647,0,0,"South",0
55,4,0,0.21386233512462,1,0,"South",0
2,9,0,0.50378336112423,0,0,"West",0
38,10,2,0.289866013970048,1,0,"West",0
18,18,0,0.416158401061755,0,0,"North",0
44,12,1,0.208198234142945,0,0,"North",0
10,17,0,0.174224967160589,0,0,"North",0
26,11,1,0.558562793666777,0,1,"West",0
11,20,0,0.505593796513045,1,0,"East",1
35,14,1,0.377328479094683,1,0,"West",0
42,15,0,0.26166263005379,0,0,"East",0
47,16,0,0.141181609431082,1,0,"North",0
34,5,0,0.317911842744058,0,0,"South",0
46,12,1,0.221226549252294,1,0,"North",0
39,13,1,0.169549435797484,0,0,"North",0
22,8,0,0.285190666110255,0,0,"West",0
30,12,0,0.231406507445383,1,0,"West",0
12,8,1,0.51745101830576,0,0,"South",0
22,13,2,0.226621564586128,0,0,"North",0
39,3,1,0.343992784383246,0,0,"North",0
30,13,0,0.29416009864442,1,0,"East",0
29,9,0,0.284729317529992,0,1,"North",1
12,17,0,0.127388733340927,0,0,"West",0
17,2,0,0.315701674024288,1,1,"West",0
15,12,0,0.386960665118526,0,0,"North",0
29,11,0,0.293399780117685,0,0,"West",0
12,17,1,0.216576965848041,0,1,"North",0
31,4,0,0.413659399878548,0,0,"West",0
11,9,0,0.310914948687359,0,0,"West",0
46,16,2,0.483503837860784,0,0,"North",0
30,15,0,0.121558869666236,1,0,"East",0
16,14,0,0.119118009164828,0,0,"South",0
27,13,0,0.19656765432514,0,0,"West",0
20,4,2,0.461497053710034,1,0,"West",1
28,16,0,0.370993231115133,0,0,"East",0
27,13,1,0.073502856954318,0,1,"South",0
12,3,2,0.174782999175434,0,0,"North",0
15,11,0,0.455275145025985,0,0,"East",0
28,17,1,0.838374091749699,0,0,"North",0
44,16,0,0.569638164296255,0,0,"West",0
37,9,1,0.394058171300226,1,0,"North",0
17,17,3,0.232813418072776,0,0,"North",0
34,10,1,0.441305280999803,0,0,"North",0
23,14,0,0.177398490910754,0,0,"South",0
28,17,0,0.19258252437924,0,0,"South",0
27,14,0,0.455195416912025,0,1,"North",1
55,9,1,0.0545754576470349,0,1,"North",0
10,16,1,0.00240163357672847,0,0,"North",0
25,19,2,0.263365364890412,1,0,"West",0
3,7,1,0.0769849300610338,0,1,"West",0
31,11,1,0.216872857041254,0,0,"North",0
37,17,1,0.359282837370652,0,0,"North",0
41,8,2,0.18940876789122,0,0,"North",1
1,3,0,0.291858150221858,0,1,"North",0
29,10,1,0.160988913220281,0,0,"South",0
43,17,1,0.112892937622109,0,0,"East",0
19,5,1,0.240245108333231,0,0,"South",0
21,11,2,0.533161697843449,0,0,"North",0
24,17,2,0.112395566775885,0,0,"East",0
28,12,0,0.494974207415115,1,0,"South",0
32,15,0,0.188275086122722,0,0,"North",0
40,20,0,0.0885030050276438,1,0,"North",0
23,17,2,0.431338098207427,1,0,"West",0
26,15,0,0.456085517688372,0,0,"North",0
54,14,1,0.42060187042166,0,0,"South",0
29,6,0,0.277119594479948,0,1,"West",0
26,16,1,0.205396920401214,0,0,"West",0
8,15,0,0.268814119520447,0,0,"West",0
24,14,0,0.223601817185626,0,0,"East",0
21,12,0,0.460141252070825,0,0,"South",0
24,6,0,0.215868508176207,0,0,"West",0
17,13,0,0.435666076565721,0,0,"North",0
16,18,0,0.0781103551761179,0,0,"North",0
15,9,0,0.153334823982123,0,0,"West",0
21,3,1,0.348693697444616,1,0,"West",0
40,21,0,0.326498634363135,0,0,"South",0
37,9,0,0.164716431433875,0,0,"South",0
20,18,1,0.641408341956851,0,0,"East",0
4,15,1,0.479767450849961,0,0,"West",0
14,20,0,0.30344228777755,0,0,"South",0
19,12,0,0.349085887996968,0,0,"North",0
25,10,1,0.234710721346182,0,0,"North",0
16,21,0,0.591307634351211,0,1,"North",0
48,23,1,0.366505518503071,0,0,"West",0
21,14,2,0.0373507593947724,0,0,"West",0
9,13,0,0.292172926523443,1,1,"North",1
22,16,0,0.275805492757318,0,0,"West",0
12,9,1,0.122356796476603,1,1,"West",0
26,14,0,0.216886145794122,0,1,"East",0
27,7,0,0.554834553426719,1,0,"North",0
28,11,1,0.204214171547302,1,1,"North",0
5,16,0,0.448380631763202,0,0,"North",0
27,8,2,0.743513024681626,0,0,"North",0
28,16,0,0.171987567671207,0,0,"South",1
7,15,0,0.498219924579963,0,0,"North",0
35,19,1,0.495723997884203,0,0,"North",0
33,23,0,0.621425630841617,0,0,"West",0
52,9,0,0.394773318421423,0,0,"West",0
26,14,0,0.415933795172025,0,0,"South",1
25,20,0,0.156793365912797,0,0,"North",0
25,13,0,0.159481020483365,1,0,"North",0
25,9,0,0.121399444104212,0,0,"West",0
2,7,1,0.381243290456909,0,0,"East",0
4,19,1,0.308622175359535,0,0,"South",0
23,25,1,0.279795968997733,0,0,"North",0
17,7,0,0.318499842311304,0,0,"West",0
25,13,1,0.20932142076877,0,0,"East",0
1,4,0,0.746805174197834,0,0,"North",0
6,12,0,0.363417880823455,0,0,"South",1
11,10,2,0.281544143376422,0,0,"South",0
36,12,0,0.117272843673278,0,0,"North",1
11,26,0,0.126683205041195,0,0,"West",1
14,5,1,0.157477980689555,0,0,"West",0
25,14,1,0.390169022656492,0,0,"North",1
20,21,0,0.184740287406552,0,0,"East",0
26,9,0,0.144923371975577,0,0,"East",0
52,8,1,0.160195215520315,0,0,"West",0
11,12,3,0.114411325132822,0,0,"West",1
20,19,2,0.308373081678335,1,0,"East",1
18,10,1,0.593358523215805,0,0,"West",0
42,7,0,0.270017938156747,0,0,"North",0
15,12,3,0.618253986308905,1,0,"South",0
23,2,1,0.152040613991538,0,0,"West",0
33,5,0,0.264426737397808,1,0,"West",0
11,17,0,0.473173581967704,0,0,"North",0
44,14,0,0.365309143284382,0,0,"East",0
32,1,0,0.357133272370625,0,0,"East",0
11,15,0,0.20977859240163,1,0,"West",0
29,0,1,0.249148435616294,0,0,"East",0
21,10,0,0.354473038595049,1,0,"North",0
28,13,0,0.463419971908727,0,0,"East",0
23,5,1,0.489402319730013,0,1,"West",0
37,18,0,0.0767775578534985,0,0,"North",0
8,18,0,0.407831708724726,0,0,"West",1
18,9,0,0.399421249002804,0,0,"North",0
21,18,0,0.0328766938043822,0,0,"South",0
12,13,1,0.337606580066799,0,0,"West",0
12,15,0,0.387053234825192,0,0,"West",0
24,15,0,0.165782135958662,0,0,"North",0
22,6,1,0.0843433414996364,1,0,"North",0
1,2,2,0.426336157210158,0,0,"South",0
36,23,1,0.479015689501264,0,0,"West",0
27,13,2,0.360557882157286,1,0,"South",0
53,14,0,0.371667096448934,1,0,"South",0
32,6,0,0.5620502186726,0,0,"West",0
19,18,0,0.339336869427448,1,0,"West",0
58,21,2,0.118039072777963,0,1,"East",0
58,20,0,0.0906766022849862,0,0,"North",0
9,2,2,0.69811058920375,0,0,"North",0
30,7,0,0.480430725492473,0,0,"East",0
21,12,0,0.206740063198604,0,0,"East",1
26,15,0,0.288610421018537,0,0,"South",0
27,9,2,0.211233965722888,0,0,"South",0
9,8,2,0.306056168172436,1,0,"East",0
27,13,2,0.195833003095777,0,0,"West",1
45,7,1,0.115568514787879,0,0,"West",0
22,22,1,0.444966673012,0,0,"North",0
22,3,0,0.229995040355978,0,0,"West",0
41,15,1,0.24959608065348,0,0,"East",0
35,2,0,0.220370003610551,1,1,"East",1
4,10,0,0.360946797153261,0,0,"North",0
27,19,0,0.126939215786507,0,0,"West",0
44,18,2,0.357415268412852,0,0,"East",0
41,5,0,0.192178691388598,1,0,"West",0
29,5,0,0.24208637187321,0,0,"South",0
33,12,0,0.196193567789386,0,0,"East",0
10,7,0,0.297708444303083,0,1,"West",1
28,14,1,0.383009238988937,0,0,"North",1
13,7,1,0.141973016801237,0,0,"West",0
19,4,0,0.183957886286627,0,0,"North",0
35,10,0,0.260360173496332,0,0,"North",0
10,6,0,0.0642235476977678,0,0,"South",0
27,17,2,0.26203999380595,0,0,"West",0
29,10,1,0.218113496240395,1,0,"North",0
25,12,0,0.277862213602077,1,0,"West",0
46,19,0,0.112498636366038,1,1,"South",0
12,21,0,0.223140548282987,1,0,"East",0
31,12,0,0.401808416605186,0,0,"North",0
23,14,1,0.470886614697341,0,0,"South",0
21,19,1,0.318872917495782,0,0,"East",0
30,11,1,0.240739354899392,0,0,"South",0
12,7,1,0.104016063079348,0,0,"West",0
8,17,4,0.283027920233606,0,0,"East",1
18,4,0,0.352394428171549,0,0,"East",0
45,11,0,0.215269881887352,0,0,"East",0
25,10,0,0.514805842289548,0,0,"East",0
28,9,1,0.334541818724573,0,0,"North",0
22,0,1,0.130229116113071,0,0,"North",0
30,9,1,0.217586458790366,0,1,"North",0
13,18,0,0.174682218863299,0,0,"West",0
38,10,1,0.108834924845473,0,1,"West",0
31,9,0,0.219975753231529,0,0,"East",0
14,9,0,0.158379205139243,0,0,"West",0
25,8,1,0.316703915749287,0,0,"South",0
33,13,1,0.0425388058040434,1,0,"East",0
31,15,0,0.0845987177906594,0,0,"West",0
42,19,0,0.218765375435793,0,0,"South",0
17,4,0,0.474563172041463,0,0,"East",0
37,14,0,0.271397267491234,0,1,"South",0
36,11,0,0.479338428511087,0,0,"West",0
22,13,0,0.501418720231314,0,0,"West",0
12,7,0,0.292245596753297,1,1,"North",0
11,12,0,0.106008940398962,0,0,"West",0
29,6,1,0.550449862072858,1,0,"North",0
23,15,2,0.2278661894124,1,0,"North",1
45,7,1,0.393186462757205,0,0,"North",0
30,12,0,0.0724562759914345,0,1,"North",0
20,1,2,0.457924253959524,0,1,"South",0
12,14,1,0.265409698971477,0,0,"South",0
17,18,1,0.168797043141963,1,0,"North",0
28,16,1,0.278148662935922,1,0,"East",0
19,17,0,0.0915546147621513,0,0,"North",0
30,5,0,0.0259920833647785,1,1,"East",0
20,11,1,0.153153120348455,0,0,"East",0
23,12,1,0.278675181866167,0,0,"North",0
15,16,0,0.0985731939853117,1,0,"East",0
47,11,1,0.0261522402823187,0,0,"South",0
28,11,0,0.419308813507829,0,0,"North",0
27,20,0,0.153148175109325,0,0,"South",0
4,17,1,0.2951173551139,0,0,"West",0
32,3,1,0.0197398114148312,0,0,"North",0
12,10,0,0.473646253013405,0,0,"South",0
13,7,0,0.134977399479393,0,0,"East",0
35,27,0,0.299231507196485,0,0,"North",0
19,10,0,0.330544257630609,0,0,"South",0
3,18,0,0.349570741653941,0,0,"North",0
45,12,0,0.264719861974499,1,0,"East",1
1,13,0,0.435349269419752,0,0,"South",0
31,14,0,0.352438569100241,0,0,"South",1
36,11,1,0.260416440796403,0,0,"West",0
16,16,0,0.244774666353981,0,0,"South",0
29,15,0,0.102170919926588,0,0,"East",0
29,4,0,0.322459156555657,0,0,"West",0
36,9,1,0.0804561232419438,0,0,"East",0
30,9,0,0.1133975109708,1,0,"South",0
21,9,1,0.069364039645516,0,0,"South",0
35,17,0,0.448614529300597,0,0,"North",0
34,19,0,0.745470512313356,0,0,"North",0
13,7,1,0.386012458302313,0,1,"West",0
7,15,0,0.249246696161129,0,1,"East",1
26,6,0,0.725205958871909,0,0,"East",0
21,9,0,0.289819155823278,0,0,"West",0
12,13,0,0.208151467606239,0,0,"West",0
25,11,1,0.182559021613215,1,0,"West",0
8,9,1,0.187920309622544,1,0,"East",1
26,6,0,0.385135980951284,0,0,"South",0
17,10,2,0.372185537455863,1,0,"North",0
35,12,1,0.298903142221349,1,1,"East",0
53,15,0,0.0477635646992288,0,0,"West",0
13,8,0,0.110629136764393,0,0,"West",0
37,15,0,0.0249802669294218,0,1,"South",0
34,6,0,0.0992749366895336,1,0,"West",0
23,9,1,0.160958180254997,0,0,"West",0
19,14,0,0.60003707356137,0,0,"South",0
43,9,1,0.258826950339288,0,0,"South",1
1,8,0,0.250661269824145,0,0,"South",0
16,12,1,0.544532767944902,0,0,"East",0
7,12,0,0.260318881932505,0,0,"South",1
41,17,0,0.588829594534485,0,0,"North",0
22,11,1,0.348671948664905,0,1,"East",0
18,3,0,0.126583799381052,1,0,"South",0
62,9,2,0.374947516422341,0,0,"West",0
23,9,0,0.278363918825267,1,0,"East",0
19,7,1,0.192614817583989,0,0,"South",0
28,14,1,0.245783122339421,0,0,"West",0
5,25,1,0.287643481214873,0,0,"West",0
30,16,0,0.4295027828075,0,0,"South",0
23,11,0,0.300311887035126,1,0,"South",0
30,15,0,0.329773100320884,0,0,"East",0
12,19,0,0.0935830233101003,0,0,"South",1
12,10,0,0.249310545991588,0,0,"South",0
16,15,1,0.264611878608949,0,0,"West",0
15,15,0,0.218413651380674,0,0,"North",0
40,11,2,0.211085232370789,0,0,"North",0
43,12,2,0.28781464042032,0,0,"West",0
22,15,1,0.286175507209416,0,0,"South",0
20,12,0,0.243457544432745,0,0,"West",0
20,10,0,0.235044862114884,0,0,"West",0
25,9,2,0.210127668182038,0,0,"West",0
25,13,0,0.186532953113981,0,0,"North",0
27,12,0,0.400347866856946,0,0,"East",0
15,10,0,0.258646824296072,0,0,"West",0
14,13,0,0.392846390029779,1,0,"South",0
38,8,0,0.467538379755343,0,0,"East",0
17,8,0,0.351742330169709,0,0,"East",0
28,19,0,0.212007853356962,0,0,"North",0
23,8,1,0.295983603304712,0,0,"West",1
13,14,2,0.120676362739566,1,0,"West",0
31,7,0,0.478053168850775,1,0,"West",0
26,11,1,0.430433351458795,0,1,"East",0
41,14,1,0.124340284709116,1,0,"South",0
25,7,2,0.235800268677798,0,0,"West",0
20,15,0,0.127681593643291,1,0,"South",0
27,13,1,0.245060551943121,0,0,"West",0
10,10,0,0.330495554917649,0,0,"West",0
14,13,0,0.350106958538513,0,0,"West",0
30,12,1,0.176481681405761,1,0,"South",0
20,8,1,0.268011481878645,0,0,"West",0
23,5,0,0.12924607782803,0,0,"West",0
23,13,0,0.375127784155619,1,0,"East",0
16,7,1,0.415022826520551,0,1,"North",0
1,12,1,0.0959017292014013,0,0,"East",0
28,4,1,0.46531160357253,0,0,"West",0
33,7,0,0.511430451690699,0,0,"West",0
9,13,2,0.435692033277261,0,0,"West",0
42,17,0,0.495803785375465,1,0,"West",0
29,13,2,0.131604633049581,0,0,"West",0
40,7,0,0.138004482393042,1,1,"West",0
13,10,1,0.622487865483822,0,0,"North",0
26,17,1,0.455576473503802,0,1,"West",0
23,15,1,0.227977261110509,0,0,"East",0
33,16,4,0.422044014344331,0,0,"North",0
17,17,0,0.32523496959028,1,0,"South",0
24,14,0,0.211025914636939,1,1,"West",0
3,18,1,0.18235225434737,0,0,"West",1
15,7,1,0.106717567062439,0,1,"North",0
26,13,1,0.329003958045249,0,0,"North",0
16,10,0,0.400035676760839,0,0,"East",0
23,13,0,0.321742915927513,1,0,"East",0
18,19,0,0.362311525534426,0,1,"North",0
31,15,0,0.256137926757173,1,0,"West",0
38,9,0,0.390353490046016,0,0,"North",0
14,10,0,0.146630410750337,1,0,"North",0
20,7,0,0.242995618200867,0,0,"North",1
41,12,0,0.277831047267494,0,0,"West",0
1,10,1,0.621515508901245,0,0,"South",1
20,16,0,0.0342714205289098,1,0,"North",0
49,10,0,0.863600410935438,0,0,"North",0
50,16,0,0.164524932444083,0,0,"South",0
26,16,0,0.235124174142493,0,0,"West",0
14,10,0,0.231290483151182,0,0,"North",0
26,19,1,0.260161371967324,0,0,"West",0
16,12,0,0.0188003411384167,1,1,"North",1
41,9,0,0.340668391184714,0,0,"North",0
14,12,3,0.440387336668943,0,0,"North",0
28,7,0,0.180339914687996,0,0,"North",0
31,15,0,0.161336709138419,0,0,"South",0
15,8,0,0.630542616933287,0,1,"South",1
34,18,1,0.226215687985366,1,0,"North",0
15,2,0,0.0875205861179022,0,0,"North",0
32,6,0,0.178338630083938,0,0,"South",0
